ASSESSMENT_START_TIME;FINDING_UNIQUE_ID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_DETAILS;RESOURCE_TAGS;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_RECOMMENDATION_CODE_NATIVEIAC;REMEDIATION_RECOMMENDATION_CODE_TERRAFORM;REMEDIATION_RECOMMENDATION_CODE_CLI;REMEDIATION_RECOMMENDATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROFILE;ACCOUNT_ID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ARN;ACCOUNT_ORG;ACCOUNT_TAGS;REGION;RESOURCE_ID;RESOURCE_ARN
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-northeast-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-northeast-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-northeast-2-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-northeast-2;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-northeast-3-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-northeast-3;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-south-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-south-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-southeast-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-southeast-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ap-southeast-2-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ap-southeast-2;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-ca-central-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;ca-central-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-eu-central-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;eu-central-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-eu-north-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;eu-north-1;490108295743;arn:aws:iam::490108295743:root
2024-02-02T20:23:24.489609;prowler-aws-ec2_ebs_default_encryption-490108295743-eu-west-1-490108295743;aws;ec2_ebs_default_encryption;Check if EBS Default Encryption is activated.;Data Protection;FAIL;EBS Default Encryption is not activated.;ec2;ebs;medium;Other;;;Check if EBS Default Encryption is activated.;If not enabled sensitive information at rest is not protected.;;Enable Encryption. Use a CMK where possible. It will provide additional management and privacy benefits.;https://aws.amazon.com/premiumsupport/knowledge-center/ebs-automatic-encryption/;;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#terraform;aws ec2 enable-ebs-encryption-by-default;https://docs.bridgecrew.io/docs/ensure-ebs-default-encryption-is-enabled#aws-console;AWS-Audit-Manager-Control-Tower-Guardrails: 1.0.3 | MITRE-ATTACK: T1119 | AWS-Well-Architected-Framework-Security-Pillar: SEC08-BP02 | CISA: your-systems-3, your-data-1 | NIST-800-53-Revision-4: sc_28 | FFIEC: d3-pc-am-b-12 | NIST-800-53-Revision-5: au_9_3, cm_6_a, cm_9_b, cp_9_d, sc_8_3, sc_8_4, sc_13_a, sc_28_1, si_19_4 | HIPAA: 164_308_a_1_ii_b, 164_308_a_4_ii_a, 164_312_a_2_iv, 164_312_e_2_ii | AWS-Foundational-Security-Best-Practices: ec2 | GxP-EU-Annex-11: 7.1-data-storage-damage-protection | GxP-21-CFR-Part-11: 11.10-g, 11.30;encryption;;;;;490108295743;;;;;;eu-west-1;490108295743;arn:aws:iam::490108295743:root
